product_id,position_msk,position_spb,position_nvsb,position_hab,position_ekb,position_kaz,position_kras,delivery_efficiency_wh_avg_pos,brand_id,proceeds,orders,price,discount,product_rating,seller_rating,reviews_count,quantity
9176946,282.0,319.0,283.0,295.0,303.0,290.0,291.0,290.0,43958,7568534,16458,468.83,28.37,4.8,4.845,396715496.0,22967
228806507,542.0,912.0,964.0,614.0,344.0,478.0,506.0,360.0,311186056,944574,582,1611.03,67.43,4.9,4.82,34629.0,337
135293946,286.0,331.0,463.0,289.0,340.0,296.0,295.0,719.0,216177822,6310427,6176,1029.17,73.1,4.8,4.88,5401032.0,8139
113290841,405.0,654.0,653.0,378.0,313.0,378.0,390.0,410.0,107112,8932603,9070,999.43,51.47,4.8,4.806666666666667,300944793.0,3316
160309192,339.0,495.0,1217.0,335.0,735.0,600.0,626.0,248.0,359670,349184,467,767.1,48.5,4.8,4.87,5432431.0,1065
242904339,303.0,300.0,289.0,307.0,291.0,301.0,308.0,343.0,311466861,529449,470,1122.77,43.37,4.8,4.79,712459.0,2483
211491284,486.0,765.0,1035.0,422.0,581.0,430.0,450.0,519.0,77602,962027,808,1170.33,59.1,4.8,4.83,16420577.0,289
163128221,617.0,472.0,1061.0,487.0,1280.0,984.0,559.0,369.0,452654,3830295,4951,774.8,2.93,4.6,4.7,18415312.0,3096
412643081,6206.0,3018.0,5375.0,5764.0,1734.0,4226.0,4600.0,637.0,0,112465,95,1174.23,58.33,5.0,,,166
157400896,807.0,563.0,379.0,713.0,412.0,671.0,711.0,392.0,9752,927600,1178,830.63,20.53,4.7,4.5359459459459455,330275585.0,10111
217928255,865.0,591.0,389.0,733.0,426.0,707.0,768.0,192.0,9752,602477,806,768.43,22.97,4.7,4.5359459459459455,330275585.0,8139
418073251,835.0,1324.0,1751.0,747.0,964.0,689.0,740.0,220.0,452654,344389,419,814.83,3.0,4.8,4.7,18415312.0,599
304975918,3743.0,1913.0,4878.0,4830.0,3988.0,2617.0,4830.0,246.0,29179,930596,489,1902.3,23.2,4.8,4.835,14891183.0,343
164713912,1084.0,684.0,417.0,1057.0,484.0,862.0,933.0,207.0,310800937,924154,698,1315.97,55.57,4.8,4.83,1448326.0,1571
231459225,546.0,440.0,1230.0,500.0,657.0,479.0,507.0,270.0,311144628,423515,333,1280.6,67.3,4.9,4.86,283763.0,75
165465687,13380.0,6407.0,1986.0,13440.0,13403.0,9040.0,8959.0,85.0,310451501,14201433,8395,1684.43,65.93,4.8,4.685,3450832.0,2930
217018199,1031.0,1603.0,,890.0,,1661.0,903.0,809.0,452654,390067,497,801.03,2.7,4.4,4.7,18415312.0,651
148473460,399.0,643.0,862.0,383.0,494.0,371.0,383.0,661.0,294978,280101,165,1733.73,58.2,4.8,4.76,2427933.0,1055
95311997,1185.0,,,,,,,768.0,312161379,148839,164,927.23,62.47,4.8,4.73,3805166.0,2228
373556178,24762.0,13364.0,25635.0,23236.0,8432.0,18128.0,15316.0,340.0,310658575,212363,87,2562.9,48.2,4.9,4.835,909970.0,165
255009243,399.0,348.0,714.0,376.0,840.0,608.0,383.0,522.0,294978,625951,456,1397.97,57.3,4.6,4.76,2427933.0,2499
242898081,304.0,300.0,437.0,,292.0,304.0,309.0,346.0,311466861,1444337,1068,1352.23,52.83,4.8,4.79,712459.0,7137
172152344,303.0,300.0,496.0,301.0,337.0,301.0,308.0,515.0,107112,3096343,2736,1140.0,50.9,4.9,4.806666666666667,300944793.0,2763
196005042,3593.0,1840.0,4059.0,3110.0,3492.0,2514.0,2778.0,120.0,310925650,1332969,960,1397.77,53.3,4.7,4.72,1346461.0,990
314378598,343.0,491.0,636.0,329.0,401.0,332.0,338.0,528.0,234379,676931,567,1231.3,63.33,4.8,4.72,6223119.0,409
30335045,326.0,309.0,467.0,317.0,295.0,320.0,324.0,200.0,76251,654689,658,1016.57,28.63,4.8,4.78,8311699.0,3036
420931927,344.0,317.0,294.0,344.0,417.0,335.0,340.0,573.0,463696,11262286,15760,882.67,37.57,4.9,4.773333333333333,35177801.0,4550
404706631,660.0,,,588.0,,,601.0,506.0,0,42003,43,956.63,72.2,4.9,,,300
172924903,7439.0,3604.0,1269.0,,,,5420.0,390.0,871208,4401886,1718,2574.13,45.3,4.8,4.71,7385925.0,13609
388051179,2240.0,,,1875.0,2280.0,1651.0,1791.0,509.0,80633,14291601,10791,1340.77,68.3,4.7,4.835,15316505.0,9001
161178117,347.0,,,332.0,,,408.0,501.0,310765243,518936,578,906.3,76.97,4.5,4.47,1549935.0,443
431901535,5970.0,,4101.0,,2873.0,2065.0,,132.0,311374441,5485,3,1895.47,61.7,5.0,4.89,2047.0,57
35236713,407.0,,840.0,363.0,496.0,379.0,390.0,324.0,107112,12566725,15717,802.87,47.57,4.8,4.806666666666667,300944793.0,8053
363301388,4250.0,,,4198.0,,2967.0,3234.0,354.0,2751980,956659,734,1324.6,72.97,5.0,4.9,2823.0,739
377270953,612.0,471.0,344.0,570.0,730.0,529.0,558.0,395.0,53317,1648154,1327,1233.47,50.23,4.9,4.91,25091654.0,1115
162682111,339.0,314.0,,334.0,,336.0,336.0,271.0,311202300,274862,284,968.7,48.17,4.7,4.73,37568.0,697
329020188,370.0,,,353.0,,366.0,358.0,408.0,312127601,532546,426,1276.37,35.63,4.7,4.66,10060.0,1483
35241122,2697.0,1424.0,,2852.0,,1939.0,,385.0,1064978,380261,226,1664.17,44.07,4.8,4.783333333333333,13190474.0,275
403140025,899.0,,,,,,,475.0,311596634,604278,484,1270.57,57.27,4.7,4.81,61567.0,395
269042664,396.0,346.0,,395.0,498.0,368.0,382.0,150.0,2678541,890821,592,1511.3,69.27,4.8,4.83,185057.0,919
335685035,762.0,,369.0,702.0,889.0,628.0,677.0,698.0,1299579,2820068,2460,1142.13,49.43,4.6,4.74,3271658.0,5494
320383944,411.0,356.0,674.0,386.0,315.0,380.0,394.0,831.0,311079059,68142,59,1259.93,47.63,5.0,4.67,39768.0,162
373851078,792.0,555.0,374.0,702.0,918.0,658.0,699.0,591.0,310541834,3621207,3281,1120.17,35.5,4.8,4.71,8775834.0,2320
342521765,964.0,,,998.0,,,,416.0,0,833550,1219,764.6,62.6,4.8,,,447
437221554,661.0,,,620.0,,567.0,,660.0,312177659,59189,70,877.23,55.7,4.9,4.84,49650.0,12887
206573434,546.0,440.0,,477.0,,526.0,507.0,433.0,310541834,5513234,5062,1114.47,35.9,4.5,4.71,8775834.0,3237
32794138,,1191.0,1196.0,691.0,397.0,618.0,665.0,538.0,311147988,422328,294,1470.1,3.73,4.8,4.84,20635797.0,862
255370599,,621.0,,876.0,1050.0,754.0,828.0,460.0,133352254,515477,353,1469.0,31.07,4.9,4.76,998856.0,696
394333011,,535.0,368.0,697.0,398.0,622.0,668.0,630.0,402884,753545,809,912.07,84.53,4.9,4.75,44741396.0,351
255947008,,388.0,,488.0,,,436.0,526.0,30315,688369,1089,641.1,62.37,4.8,4.85,44418707.0,9788
309887088,,574.0,383.0,733.0,,683.0,,304.0,311305624,2767616,2115,1308.8,61.63,4.9,4.865,76998.0,2249
12044505,,648.0,,925.0,459.0,,,629.0,27150,143196,178,799.0,79.2,4.2,4.438,52509472.0,704
317059183,,683.0,,975.0,,,,474.0,1237850,2677082,1825,1467.83,29.83,4.8,4.81,1872901.0,1806
291721200,,1807.0,427.0,1031.0,1255.0,892.0,974.0,746.0,96551,2483984,2337,1096.07,56.4,4.7,4.845,28349965.0,583
19386120,,440.0,,321.0,,,323.0,648.0,21862,825105,745,1114.93,39.33,4.8,4.67,40732251.0,95
15061497,,654.0,,892.0,,,,163.0,97465,4820827,3814,1287.9,61.27,4.8,4.81,77622595.0,4514
220880118,,450.0,,,,,,364.0,35071,630990,652,959.33,35.57,4.8,3.82,3834134.0,208
212302829,,796.0,,1150.0,547.0,,,584.0,312119549,272322,236,1158.03,91.77,4.8,4.73,8061837.0,424
233409510,,3714.0,,,,,,735.0,310825810,1197684,556,2152.8,75.73,4.7,4.67,1604094.0,566
2926989,,,383.0,,,,,220.0,4426,2819911,4323,649.67,2.87,4.8,4.71,142624841.0,3724
341461379,,,638.0,,,,,251.0,463696,5795762,3768,1537.73,22.53,4.9,4.773333333333333,35177801.0,3576
414448079,,,431.0,,,,,557.0,311557312,558540,421,1302.97,58.0,5.0,4.83,23032.0,1169
233797194,,,393.0,,434.0,,,558.0,311392045,9198175,7243,1342.47,87.4,4.9,4.81,1843944.0,3707
402594856,,,524.0,,,,,614.0,312192955,1120873,901,1255.33,40.77,4.5,4.64,61356.0,1205
238107161,,,485.0,,,,,868.0,513313,483590,510,952.07,47.73,4.7,4.825,19045112.0,1158
113481147,,,431.0,,,,,567.0,18257,683326,616,1107.67,63.47,4.7,4.735,8763551.0,335
75164812,,,578.0,,,,,369.0,24719,1695468,1237,1390.03,69.17,4.7,4.84,183580674.0,2852
370557780,,,585.0,,,,,530.0,311619628,1333251,993,1326.73,48.7,4.7,4.72,4914234.0,372
320402692,,,1294.0,,,,,415.0,871208,2632433,993,2676.47,46.43,4.8,4.71,7385925.0,9119
319839389,,,629.0,,,,,395.0,312178443,550651,676,876.7,57.63,4.6,4.68,4447774.0,4863
336303917,,,620.0,,,,,531.0,107112,904687,1264,705.17,45.73,4.8,4.806666666666667,300944793.0,1796
300988478,,,,1302.0,1720.0,1244.0,1348.0,726.0,312116883,304090,262,1286.3,68.53,4.7,4.73,45387.0,987
430780294,,,,10407.0,,6577.0,,260.0,312154168,56524,38,1592.13,54.73,5.0,4.93,6335.0,439
371267208,,,,1068.0,517.0,,,831.0,1176093,938060,1105,844.1,34.5,4.7,4.2925,17621728.0,7924
421282615,,,,836.0,,,,481.0,311440110,11899,12,1044.15,25.0,0.0,4.64,1941402.0,89
233798597,,,,,557.0,,,620.0,311392045,2441331,1919,1471.17,93.83,4.9,4.81,1843944.0,1999
336171181,,,,,532.0,,,720.0,311069202,332701,271,1276.6,69.2,4.4,4.63,3675183.0,768
256276112,,,,,459.0,,,172.0,311319206,1007574,641,1576.4,47.0,4.7,4.82,494052.0,1429
330384431,,,,,517.0,,,495.0,311466861,1184407,864,1374.73,51.97,4.7,4.79,712459.0,4488
260357629,,,,,1490.0,,,615.0,29225,13583,10,1491.5,39.87,5.0,4.84,1352.0,40
